year,mileage,fuel_type,transmission,seller_type,car_condition,brand,price
2004,59245,Petrol,Automatic,Online Platform,Fair,Ford,11754
2008,48056,Petrol,Semi-Auto,Online Platform,Good,BMW,20982
2011,153781,Electric,Manual,Individual,Good,Hyundai,5754
2013,63557,Petrol,Semi-Auto,Individual,Excellent,Toyota,13174
2001,22543,Hybrid,Semi-Auto,Dealer,Good,BMW,26093
2016,173490,Electric,Manual,Online Platform,Good,Toyota,6121
2013,101038,Hybrid,Automatic,Online Platform,Excellent,BMW,20589
2012,152796,Diesel,Semi-Auto,Dealer,Good,Tesla,15759
2008,8828,Petrol,Manual,Dealer,Fair,Hyundai,8452
2014,121656,Diesel,Automatic,Individual,Poor,Tesla,12614
2021,22087,Diesel,Automatic,Individual,Poor,BMW,16768
2014,148677,Petrol,Automatic,Dealer,Excellent,Ford,10518
2010,36337,Electric,Semi-Auto,Dealer,Good,Tesla,32504
2015,141554,Petrol,Semi-Auto,Online Platform,Good,Ford,9240
2016,70333,Diesel,Semi-Auto,Dealer,Excellent,BMW,27518
2003,187024,Diesel,Automatic,Dealer,Poor,Hyundai,2385
2000,141535,Electric,Semi-Auto,Online Platform,Fair,Ford,5947
2007,75448,Petrol,Manual,Dealer,Good,BMW,22237
2016,9648,Diesel,Semi-Auto,Individual,Excellent,Ford,20607
2002,135576,Hybrid,Semi-Auto,Individual,Fair,Tesla,17740
2019,38623,Diesel,Automatic,Online Platform,Excellent,BMW,32566
2014,195228,Diesel,Semi-Auto,Dealer,Excellent,Tesla,13800
2014,40634,Electric,Manual,Individual,Excellent,Toyota,15689
2021,180674,Hybrid,Automatic,Individual,Poor,BMW,7975
2013,119598,Diesel,Manual,Individual,Poor,Ford,6773
2022,54334,Diesel,Automatic,Individual,Excellent,Toyota,16241
2013,73648,Hybrid,Automatic,Dealer,Good,Tesla,25026
2001,27054,Petrol,Semi-Auto,Dealer,Fair,Tesla,26840
2012,75028,Petrol,Manual,Dealer,Good,Ford,13117
2013,27207,Diesel,Automatic,Dealer,Poor,Toyota,8270
2018,86554,Diesel,Semi-Auto,Individual,Fair,Hyundai,6562
2006,157458,Petrol,Automatic,Online Platform,Excellent,Ford,10109
2002,88276,Electric,Automatic,Online Platform,Good,Tesla,25071
2014,195590,Hybrid,Automatic,Individual,Good,BMW,11330
2022,57781,Hybrid,Automatic,Individual,Excellent,Toyota,14588
2013,188852,Electric,Automatic,Online Platform,Good,Hyundai,2954
2010,197512,Electric,Automatic,Online Platform,Poor,BMW,6080
2014,180271,Electric,Semi-Auto,Individual,Excellent,Toyota,8507
2012,66035,Electric,Automatic,Individual,Good,Ford,13961
2017,13210,Electric,Manual,Dealer,Excellent,Ford,22267
2005,49363,Electric,Semi-Auto,Dealer,Fair,Toyota,9953
2002,83279,Hybrid,Manual,Online Platform,Excellent,Hyundai,9270
2018,196420,Electric,Automatic,Individual,Good,Toyota,4854
2014,191356,Petrol,Manual,Online Platform,Poor,BMW,6016
2022,158504,Electric,Automatic,Dealer,Excellent,BMW,16566
2004,191470,Electric,Automatic,Dealer,Excellent,Ford,6534
2009,139393,Hybrid,Semi-Auto,Online Platform,Good,Toyota,8023
2006,86348,Hybrid,Semi-Auto,Dealer,Poor,Ford,7514
2016,173455,Electric,Automatic,Individual,Poor,Hyundai,3500
2006,118816,Hybrid,Semi-Auto,Online Platform,Fair,BMW,13042
2021,128053,Diesel,Manual,Individual,Fair,Tesla,16392
2011,188965,Hybrid,Semi-Auto,Individual,Good,Tesla,13673
2016,171892,Hybrid,Semi-Auto,Dealer,Poor,Toyota,4191
2012,71262,Hybrid,Manual,Individual,Poor,Toyota,6698
2019,139832,Hybrid,Semi-Auto,Online Platform,Fair,Tesla,15258
2003,158262,Petrol,Automatic,Individual,Fair,Toyota,5881
2009,72411,Petrol,Manual,Individual,Good,BMW,20286
2002,28377,Petrol,Automatic,Individual,Poor,Hyundai,6400
2008,182809,Electric,Manual,Individual,Excellent,Hyundai,5601
2012,43211,Electric,Automatic,Individual,Fair,Ford,12386
2017,8744,Diesel,Automatic,Dealer,Good,BMW,29234
2014,29995,Petrol,Semi-Auto,Online Platform,Poor,Toyota,8297
2003,153049,Electric,Automatic,Dealer,Poor,Toyota,5280
2014,39542,Hybrid,Semi-Auto,Online Platform,Fair,Ford,12073
2021,15651,Hybrid,Manual,Online Platform,Good,Ford,17403
2001,104239,Petrol,Automatic,Online Platform,Excellent,Toyota,12916
2014,83931,Diesel,Automatic,Online Platform,Fair,Toyota,7563
2007,107112,Diesel,Manual,Online Platform,Good,BMW,19690
2007,21715,Hybrid,Manual,Individual,Poor,Ford,9110
2016,180481,Diesel,Automatic,Dealer,Excellent,BMW,18276
2011,160378,Petrol,Manual,Dealer,Good,Toyota,7372
2018,155158,Hybrid,Semi-Auto,Individual,Excellent,Tesla,21090
2009,150448,Electric,Manual,Online Platform,Good,Tesla,14169
2008,66350,Electric,Manual,Dealer,Good,Toyota,11304
2004,76425,Diesel,Automatic,Individual,Good,Ford,12964
2005,172708,Hybrid,Semi-Auto,Individual,Good,Tesla,17942
2019,91120,Hybrid,Manual,Dealer,Excellent,Ford,15826
2001,119889,Electric,Semi-Auto,Dealer,Fair,Tesla,14496
2012,187721,Hybrid,Semi-Auto,Online Platform,Excellent,Ford,8591
2005,170682,Hybrid,Semi-Auto,Online Platform,Good,Tesla,12457
2004,146130,Hybrid,Automatic,Dealer,Excellent,Ford,9318
2000,79637,Diesel,Manual,Online Platform,Excellent,BMW,27259
2020,75194,Hybrid,Automatic,Individual,Excellent,Ford,16990
2021,81917,Petrol,Manual,Online Platform,Good,BMW,22496
2020,69200,Diesel,Manual,Online Platform,Excellent,BMW,31079
2005,110848,Hybrid,Automatic,Individual,Poor,Toyota,5840
2005,111022,Hybrid,Semi-Auto,Online Platform,Good,BMW,19152
2022,182691,Petrol,Semi-Auto,Individual,Excellent,Hyundai,4755
2015,153226,Diesel,Manual,Online Platform,Poor,BMW,9578
2003,155611,Electric,Automatic,Dealer,Excellent,Ford,8612
2010,65058,Electric,Semi-Auto,Online Platform,Fair,BMW,21219
2022,67068,Diesel,Semi-Auto,Dealer,Excellent,Ford,17711
2008,104932,Hybrid,Manual,Dealer,Excellent,Ford,17057
2022,166445,Hybrid,Manual,Dealer,Fair,Hyundai,4460
2002,169226,Electric,Automatic,Dealer,Good,BMW,14457
2018,142103,Electric,Manual,Dealer,Fair,BMW,12299
2007,27785,Electric,Semi-Auto,Individual,Good,Tesla,31682
2004,164741,Petrol,Semi-Auto,Individual,Fair,Tesla,11152
2003,99475,Electric,Semi-Auto,Individual,Excellent,Toyota,10728
2005,7282,Petrol,Semi-Auto,Dealer,Excellent,Ford,21280
2001,170696,Diesel,Automatic,Online Platform,Good,Hyundai,5142
2019,184510,Hybrid,Automatic,Individual,Good,Tesla,11590
2010,72534,Electric,Manual,Online Platform,Poor,BMW,12839
2003,167777,Hybrid,Manual,Online Platform,Poor,Toyota,3981
2014,174316,Hybrid,Manual,Dealer,Excellent,Hyundai,5245
2005,79964,Electric,Automatic,Dealer,Excellent,BMW,27046
2021,173509,Electric,Semi-Auto,Dealer,Poor,BMW,6633
2016,124006,Diesel,Manual,Individual,Poor,Ford,6473
2005,55583,Petrol,Semi-Auto,Dealer,Good,Ford,13629
2018,43392,Petrol,Manual,Individual,Fair,Tesla,22344
2001,12461,Hybrid,Manual,Individual,Good,Tesla,29412
2014,105123,Electric,Manual,Individual,Poor,BMW,11548
2010,15516,Diesel,Manual,Individual,Excellent,BMW,36755
2007,153586,Diesel,Manual,Dealer,Poor,Tesla,11716
2018,126251,Diesel,Semi-Auto,Individual,Excellent,Tesla,25005
2012,172340,Diesel,Manual,Dealer,Excellent,BMW,11717
2011,172860,Diesel,Semi-Auto,Dealer,Excellent,Hyundai,6710
2004,197121,Petrol,Automatic,Individual,Excellent,BMW,12751
2005,67493,Petrol,Manual,Dealer,Fair,Hyundai,7245
2021,41027,Petrol,Semi-Auto,Online Platform,Poor,Hyundai,6650
2003,98547,Electric,Automatic,Dealer,Good,BMW,21068
2018,178921,Hybrid,Automatic,Dealer,Excellent,Toyota,9030
2019,105127,Diesel,Automatic,Individual,Excellent,Tesla,24330
2000,153930,Electric,Semi-Auto,Individual,Good,Ford,7569
2019,84003,Diesel,Manual,Dealer,Good,BMW,19861
2016,188467,Petrol,Manual,Individual,Excellent,Hyundai,5148
2011,44758,Electric,Semi-Auto,Online Platform,Good,BMW,27906
2014,59312,Petrol,Manual,Online Platform,Good,Tesla,26988
2000,73670,Diesel,Semi-Auto,Individual,Fair,Hyundai,6953
2013,87279,Diesel,Manual,Dealer,Good,Ford,13138
2005,20434,Hybrid,Automatic,Online Platform,Poor,Ford,10519
2004,183847,Diesel,Manual,Online Platform,Poor,Ford,2973
2010,80769,Petrol,Semi-Auto,Dealer,Poor,Toyota,7044
2003,71677,Diesel,Semi-Auto,Individual,Excellent,Hyundai,10487
2012,88555,Hybrid,Automatic,Online Platform,Poor,Hyundai,5037
2010,133379,Hybrid,Semi-Auto,Dealer,Fair,Toyota,7515
2002,181806,Petrol,Manual,Dealer,Poor,Hyundai,2758
2000,106665,Electric,Manual,Online Platform,Excellent,Toyota,10221
2005,176675,Diesel,Automatic,Individual,Fair,BMW,8097
2017,73803,Hybrid,Semi-Auto,Online Platform,Poor,Tesla,15803
2009,175404,Diesel,Automatic,Dealer,Fair,Ford,5739
2004,96703,Diesel,Manual,Online Platform,Fair,Toyota,8167
2022,26312,Electric,Automatic,Individual,Excellent,Toyota,16060
2009,180251,Hybrid,Semi-Auto,Dealer,Excellent,Toyota,8302
2011,122961,Diesel,Automatic,Individual,Fair,BMW,14192
2001,45379,Hybrid,Semi-Auto,Online Platform,Poor,Toyota,6845
2012,22297,Petrol,Semi-Auto,Online Platform,Excellent,Tesla,40593
2007,7011,Petrol,Manual,Individual,Fair,Tesla,30014
2001,125234,Diesel,Manual,Online Platform,Good,Ford,10625
2019,49014,Hybrid,Manual,Individual,Good,BMW,25447
2000,147810,Diesel,Semi-Auto,Online Platform,Excellent,Tesla,19668
2004,99333,Hybrid,Automatic,Individual,Poor,Hyundai,4728
2008,183570,Hybrid,Semi-Auto,Individual,Good,Hyundai,4958
2016,16120,Electric,Manual,Dealer,Good,Hyundai,12034
2008,144839,Electric,Manual,Dealer,Good,Toyota,8092
2010,27852,Electric,Automatic,Individual,Poor,Toyota,8982
2014,84239,Diesel,Manual,Online Platform,Poor,Hyundai,5213
2005,137001,Electric,Manual,Online Platform,Excellent,Ford,10524
2022,96575,Electric,Manual,Online Platform,Excellent,Ford,13466
2002,100040,Petrol,Automatic,Individual,Good,Toyota,10923
2016,153510,Hybrid,Semi-Auto,Individual,Poor,Hyundai,3878
2004,184587,Hybrid,Manual,Individual,Fair,Ford,4355
2011,10744,Electric,Automatic,Individual,Good,Toyota,14305
2017,178489,Hybrid,Manual,Dealer,Excellent,Hyundai,5707
2013,143141,Petrol,Automatic,Individual,Poor,BMW,8735
2020,47359,Petrol,Manual,Online Platform,Excellent,Hyundai,11111
2010,155871,Electric,Automatic,Dealer,Excellent,Hyundai,6361
2008,103746,Petrol,Manual,Online Platform,Poor,Tesla,12736
2001,125906,Hybrid,Semi-Auto,Individual,Good,Tesla,17884
2011,12597,Diesel,Manual,Dealer,Poor,BMW,17990
2002,52093,Hybrid,Automatic,Individual,Good,BMW,25215
2002,173298,Diesel,Manual,Dealer,Excellent,Hyundai,5747
2000,119650,Electric,Semi-Auto,Online Platform,Poor,Ford,5374
2007,162489,Diesel,Manual,Individual,Fair,BMW,10641
2021,154765,Petrol,Automatic,Individual,Good,Hyundai,6122
2007,125956,Hybrid,Automatic,Dealer,Fair,Toyota,6520
2010,120598,Diesel,Semi-Auto,Dealer,Good,Tesla,18917
2008,189233,Hybrid,Automatic,Individual,Poor,Ford,3921
2004,138241,Electric,Manual,Dealer,Fair,Hyundai,5337
2013,158124,Electric,Manual,Individual,Poor,Toyota,3356
2002,13036,Petrol,Manual,Dealer,Good,Tesla,35848
2020,36778,Electric,Automatic,Online Platform,Good,Toyota,12224
2004,163806,Diesel,Manual,Dealer,Good,Hyundai,5194
2004,159245,Electric,Manual,Online Platform,Good,BMW,15847
2018,166475,Petrol,Manual,Dealer,Excellent,Tesla,18956
2013,142416,Hybrid,Semi-Auto,Dealer,Good,Toyota,8701
2003,23800,Hybrid,Automatic,Individual,Fair,BMW,23960
2012,30372,Electric,Automatic,Dealer,Good,Ford,14863
2009,66516,Diesel,Automatic,Dealer,Poor,Hyundai,5928
2017,25538,Petrol,Semi-Auto,Online Platform,Excellent,Hyundai,14128
2007,68918,Diesel,Automatic,Dealer,Fair,Tesla,21041
2007,151045,Petrol,Semi-Auto,Individual,Excellent,Toyota,8670
2006,76155,Electric,Semi-Auto,Online Platform,Excellent,Ford,14050
2007,64500,Petrol,Automatic,Individual,Excellent,Tesla,34610
2013,172647,Petrol,Manual,Individual,Poor,Tesla,6253
2018,178333,Electric,Manual,Individual,Excellent,Toyota,8171
2005,115659,Diesel,Automatic,Individual,Excellent,Ford,11741
2000,32716,Electric,Automatic,Online Platform,Good,Toyota,14407
2022,139308,Petrol,Semi-Auto,Dealer,Poor,Hyundai,3999
2014,151920,Electric,Automatic,Individual,Fair,BMW,13057
2000,7352,Petrol,Semi-Auto,Online Platform,Fair,Hyundai,8974
2016,138004,Electric,Automatic,Individual,Fair,Hyundai,4543
2000,81449,Hybrid,Manual,Dealer,Poor,Tesla,13446
2014,13556,Hybrid,Manual,Online Platform,Fair,Hyundai,9689
2022,91836,Electric,Automatic,Online Platform,Poor,Ford,7851
2001,141570,Diesel,Semi-Auto,Dealer,Good,Hyundai,6756
2013,55098,Petrol,Manual,Online Platform,Good,Ford,14956
2020,117169,Hybrid,Semi-Auto,Dealer,Poor,Toyota,5729
2007,145641,Diesel,Automatic,Online Platform,Fair,Tesla,13998
2007,131060,Petrol,Automatic,Online Platform,Poor,Ford,6281
2018,192954,Hybrid,Manual,Dealer,Poor,Hyundai,2260
2006,135544,Hybrid,Automatic,Dealer,Excellent,Tesla,22304
2018,5340,Electric,Manual,Online Platform,Poor,Tesla,23821
2005,180021,Petrol,Semi-Auto,Online Platform,Excellent,Ford,8680
2005,87302,Diesel,Manual,Dealer,Good,Ford,10987
2002,198515,Diesel,Manual,Dealer,Excellent,BMW,11442
2006,5138,Diesel,Semi-Auto,Online Platform,Poor,BMW,16739
2018,136430,Petrol,Manual,Online Platform,Good,Tesla,19361
2007,124619,Diesel,Manual,Online Platform,Excellent,BMW,19444
2009,90376,Diesel,Automatic,Dealer,Poor,Hyundai,4954
2019,104931,Diesel,Semi-Auto,Online Platform,Good,Toyota,9198
2014,166726,Electric,Manual,Individual,Excellent,Tesla,19072
2014,161951,Electric,Semi-Auto,Dealer,Poor,Toyota,3859
2000,86532,Petrol,Semi-Auto,Online Platform,Poor,BMW,13129
2019,60778,Petrol,Manual,Dealer,Fair,Ford,12885
2006,42772,Diesel,Automatic,Individual,Fair,Tesla,22391
2003,63478,Electric,Semi-Auto,Dealer,Excellent,BMW,29685
2005,31762,Hybrid,Manual,Online Platform,Excellent,Hyundai,11109
2000,149355,Hybrid,Semi-Auto,Individual,Excellent,Tesla,20601
2004,199994,Diesel,Automatic,Individual,Poor,Tesla,7240
2022,175492,Diesel,Automatic,Online Platform,Excellent,Ford,8156
2000,60568,Electric,Automatic,Online Platform,Poor,Tesla,14883
2003,90090,Electric,Manual,Online Platform,Excellent,Ford,15072
2021,25219,Electric,Manual,Dealer,Poor,BMW,17865
2001,62169,Petrol,Automatic,Dealer,Poor,Hyundai,5655
2009,79965,Petrol,Manual,Dealer,Fair,Hyundai,7309
2004,182912,Diesel,Automatic,Online Platform,Good,Tesla,15632
2009,180767,Petrol,Manual,Online Platform,Poor,Tesla,10941
2000,89754,Electric,Automatic,Dealer,Excellent,BMW,23335
2021,82988,Electric,Semi-Auto,Individual,Fair,Ford,9733
2005,194414,Petrol,Automatic,Dealer,Excellent,Hyundai,4857
2012,155023,Hybrid,Automatic,Individual,Excellent,Ford,11103
2014,137379,Diesel,Manual,Online Platform,Poor,BMW,7668
2003,85388,Hybrid,Manual,Online Platform,Poor,Hyundai,5386
2012,95768,Diesel,Manual,Dealer,Good,Hyundai,8258
2019,40428,Hybrid,Manual,Dealer,Poor,Toyota,7546
2014,97021,Petrol,Manual,Online Platform,Poor,BMW,12561
2007,123418,Diesel,Manual,Dealer,Good,BMW,18992
2004,175047,Diesel,Semi-Auto,Online Platform,Excellent,Toyota,8422
2014,137212,Diesel,Automatic,Online Platform,Good,Ford,9780
2003,160914,Electric,Automatic,Individual,Good,Toyota,7198
2011,31421,Electric,Automatic,Dealer,Good,BMW,27290
2012,6708,Hybrid,Semi-Auto,Online Platform,Fair,Ford,14964
2001,139702,Petrol,Automatic,Dealer,Excellent,Hyundai,7968
2018,155667,Electric,Semi-Auto,Individual,Fair,Toyota,6160
2018,81021,Diesel,Semi-Auto,Individual,Fair,Ford,11153
2003,164380,Electric,Semi-Auto,Dealer,Poor,Ford,5939
2003,49789,Petrol,Automatic,Dealer,Good,Ford,14485
2010,191762,Electric,Semi-Auto,Online Platform,Good,Toyota,6631
2004,31086,Diesel,Automatic,Individual,Fair,Hyundai,9791
2019,21859,Hybrid,Automatic,Individual,Poor,Ford,9731
2010,12684,Diesel,Manual,Individual,Poor,Toyota,8521
2009,96088,Petrol,Manual,Dealer,Poor,BMW,11849
2007,137279,Hybrid,Semi-Auto,Online Platform,Excellent,Toyota,10354
2005,51099,Electric,Semi-Auto,Dealer,Fair,Toyota,8839
2005,71093,Electric,Automatic,Dealer,Excellent,Toyota,13284
2007,165761,Electric,Semi-Auto,Dealer,Poor,Ford,4684
2022,53651,Hybrid,Semi-Auto,Online Platform,Poor,Toyota,7227
2014,18893,Diesel,Automatic,Dealer,Poor,BMW,16532
2013,71418,Hybrid,Semi-Auto,Individual,Good,Ford,13274
2010,130074,Hybrid,Semi-Auto,Individual,Fair,BMW,14526
2011,108065,Petrol,Automatic,Individual,Good,Tesla,23334
2012,135351,Hybrid,Automatic,Online Platform,Excellent,Toyota,11412
2007,196083,Electric,Manual,Dealer,Good,Ford,6936
2017,43635,Diesel,Automatic,Online Platform,Fair,Ford,11515
2000,192187,Diesel,Manual,Dealer,Good,Toyota,5263
2014,100071,Diesel,Semi-Auto,Individual,Poor,Hyundai,4698
2007,83518,Electric,Automatic,Dealer,Excellent,Hyundai,10574
2010,111233,Electric,Automatic,Dealer,Excellent,BMW,24619
2011,108651,Electric,Automatic,Dealer,Poor,Toyota,5824
2011,77805,Electric,Semi-Auto,Online Platform,Poor,Toyota,6750
2003,195026,Electric,Manual,Dealer,Poor,Tesla,7358
2015,164136,Hybrid,Semi-Auto,Dealer,Fair,Hyundai,4736
2003,127813,Electric,Semi-Auto,Dealer,Good,Hyundai,6546
2004,84063,Electric,Automatic,Online Platform,Excellent,Toyota,11644
2004,7454,Electric,Manual,Online Platform,Good,BMW,30221
2007,25878,Electric,Semi-Auto,Online Platform,Poor,Toyota,8392
2009,187170,Diesel,Automatic,Dealer,Poor,BMW,7960
2016,198226,Electric,Semi-Auto,Individual,Good,Hyundai,2614
2008,149063,Hybrid,Semi-Auto,Individual,Excellent,Tesla,20920
2021,73344,Hybrid,Automatic,Individual,Fair,Ford,10956
2018,109946,Hybrid,Automatic,Dealer,Good,Hyundai,6695
2013,41593,Petrol,Manual,Individual,Poor,BMW,15426
2007,41304,Diesel,Semi-Auto,Individual,Poor,Toyota,8294
2008,166458,Electric,Automatic,Individual,Fair,Hyundai,5274
2021,191292,Petrol,Automatic,Dealer,Good,Tesla,14401
2010,118613,Electric,Manual,Individual,Fair,BMW,14121
2022,157155,Petrol,Manual,Individual,Fair,Toyota,6470
2000,23354,Petrol,Automatic,Dealer,Excellent,Ford,20902
2013,27190,Hybrid,Manual,Online Platform,Excellent,BMW,31865
2004,11142,Hybrid,Automatic,Individual,Poor,Toyota,8403
2020,164470,Petrol,Semi-Auto,Online Platform,Good,Ford,7980
2013,188043,Hybrid,Manual,Individual,Excellent,Toyota,5771
2003,46862,Petrol,Semi-Auto,Dealer,Poor,Ford,8945
2021,189482,Diesel,Semi-Auto,Online Platform,Good,Ford,7069
2022,155575,Hybrid,Semi-Auto,Online Platform,Poor,Ford,5760
2000,130438,Hybrid,Automatic,Online Platform,Excellent,Toyota,9832
2021,53456,Hybrid,Semi-Auto,Online Platform,Poor,Ford,9625
2022,105167,Diesel,Semi-Auto,Individual,Good,BMW,20458
2018,87035,Petrol,Semi-Auto,Individual,Good,Tesla,26063
2007,13016,Electric,Automatic,Online Platform,Poor,Tesla,19123
2014,7384,Hybrid,Semi-Auto,Individual,Good,Ford,19183
2020,198392,Petrol,Semi-Auto,Online Platform,Poor,Tesla,7693
2014,151144,Diesel,Manual,Online Platform,Good,Tesla,16784
2008,107239,Electric,Automatic,Dealer,Poor,Ford,6664
2020,116431,Hybrid,Semi-Auto,Online Platform,Poor,Ford,6440
2008,85018,Diesel,Manual,Individual,Poor,BMW,11982
2009,45510,Diesel,Automatic,Online Platform,Fair,Hyundai,8618
2019,185005,Electric,Automatic,Dealer,Good,Toyota,5062
2020,26826,Petrol,Automatic,Individual,Excellent,Ford,19981
2008,73026,Hybrid,Automatic,Dealer,Poor,Ford,7928
2002,126668,Hybrid,Automatic,Dealer,Fair,Tesla,17116
2019,161590,Petrol,Automatic,Online Platform,Excellent,BMW,18061
2010,29045,Petrol,Semi-Auto,Dealer,Poor,Tesla,18290
2005,186948,Petrol,Semi-Auto,Dealer,Excellent,Ford,8103
2001,95102,Electric,Semi-Auto,Individual,Fair,Ford,8795
2006,56919,Electric,Semi-Auto,Dealer,Excellent,Tesla,37602
2017,104441,Hybrid,Manual,Online Platform,Poor,Ford,7616
2001,163175,Electric,Semi-Auto,Online Platform,Excellent,Hyundai,5562
2016,172260,Diesel,Automatic,Online Platform,Excellent,Toyota,6884
2010,141917,Hybrid,Semi-Auto,Dealer,Poor,Toyota,4681
2011,172746,Electric,Semi-Auto,Individual,Fair,Toyota,5113
2018,123325,Petrol,Automatic,Online Platform,Fair,Hyundai,5324
2021,24337,Diesel,Semi-Auto,Dealer,Excellent,Ford,18611
2006,158385,Petrol,Semi-Auto,Online Platform,Good,Tesla,17213
2019,163015,Hybrid,Semi-Auto,Online Platform,Excellent,BMW,19569
2005,82949,Petrol,Manual,Individual,Good,Ford,13072
2020,5276,Electric,Semi-Auto,Online Platform,Excellent,Hyundai,13936
2000,56151,Electric,Automatic,Individual,Fair,Hyundai,7612
2016,153683,Hybrid,Automatic,Dealer,Excellent,Toyota,7791
2010,148016,Petrol,Semi-Auto,Online Platform,Excellent,Ford,10217
2021,57887,Hybrid,Semi-Auto,Dealer,Good,Toyota,12957
2017,86442,Petrol,Semi-Auto,Dealer,Fair,BMW,14599
2020,54847,Diesel,Automatic,Dealer,Good,Toyota,12310
2016,63653,Electric,Automatic,Online Platform,Excellent,BMW,28411
2006,61622,Hybrid,Manual,Individual,Poor,Hyundai,5763
2016,32810,Diesel,Manual,Online Platform,Excellent,Toyota,16686
2019,82842,Diesel,Manual,Dealer,Excellent,Toyota,13084
2008,127225,Hybrid,Automatic,Individual,Good,Tesla,19362
2016,15503,Hybrid,Manual,Dealer,Poor,Hyundai,6591
2019,89761,Diesel,Semi-Auto,Individual,Poor,Tesla,16079
2021,173048,Petrol,Semi-Auto,Online Platform,Good,BMW,14256
2021,131439,Diesel,Automatic,Individual,Fair,BMW,16938
2007,16590,Hybrid,Manual,Online Platform,Poor,Hyundai,6700
2016,146958,Diesel,Semi-Auto,Dealer,Poor,BMW,8608
2006,148938,Petrol,Automatic,Individual,Good,Hyundai,6314
2000,71624,Electric,Manual,Dealer,Fair,BMW,18784
2012,168864,Electric,Semi-Auto,Individual,Fair,Ford,6752
2022,145836,Diesel,Manual,Online Platform,Excellent,Toyota,10012
2018,125356,Petrol,Automatic,Individual,Excellent,Ford,13251
2018,47727,Electric,Manual,Individual,Good,Hyundai,10735
2016,83471,Diesel,Automatic,Online Platform,Fair,Hyundai,7508
2012,13068,Diesel,Manual,Online Platform,Good,Ford,18319
2015,121923,Petrol,Semi-Auto,Online Platform,Excellent,Toyota,8649
2007,143367,Hybrid,Automatic,Individual,Good,Toyota,8005
2018,177232,Diesel,Automatic,Dealer,Good,Tesla,12707
2017,16390,Hybrid,Automatic,Individual,Poor,BMW,17966
2000,111752,Hybrid,Manual,Individual,Poor,Tesla,10780
2013,156203,Electric,Manual,Dealer,Poor,Toyota,4975
2018,99754,Hybrid,Semi-Auto,Online Platform,Excellent,Ford,13483
2014,80969,Petrol,Automatic,Individual,Good,BMW,20262
2017,151110,Electric,Automatic,Dealer,Poor,Ford,5552
2001,188399,Electric,Manual,Online Platform,Poor,Tesla,7420
2021,82064,Electric,Manual,Online Platform,Poor,Hyundai,5871
2016,26281,Diesel,Semi-Auto,Individual,Excellent,Ford,21179
2017,59189,Diesel,Semi-Auto,Online Platform,Excellent,Tesla,32640
2005,53511,Hybrid,Manual,Online Platform,Good,Tesla,30581
2018,127115,Electric,Automatic,Dealer,Good,Tesla,19215
2003,13605,Electric,Semi-Auto,Dealer,Good,Hyundai,11123
2000,105318,Petrol,Manual,Online Platform,Poor,Hyundai,4929
2007,137453,Hybrid,Manual,Dealer,Fair,Hyundai,5900
2022,24810,Petrol,Automatic,Online Platform,Excellent,BMW,32228
2006,160394,Hybrid,Manual,Individual,Poor,Hyundai,3219
2002,46869,Hybrid,Manual,Dealer,Poor,Hyundai,6183
2009,37955,Diesel,Semi-Auto,Online Platform,Good,Hyundai,9945
2009,66388,Diesel,Manual,Online Platform,Good,Ford,15425
2018,15207,Petrol,Manual,Dealer,Poor,Hyundai,6509
2013,164292,Hybrid,Semi-Auto,Dealer,Excellent,BMW,15145
2001,27031,Electric,Automatic,Individual,Excellent,Tesla,41926
2000,85807,Diesel,Automatic,Online Platform,Poor,Ford,7826
2022,76312,Electric,Semi-Auto,Individual,Fair,Toyota,10113
2022,64766,Petrol,Semi-Auto,Individual,Fair,Hyundai,7422
2017,148521,Diesel,Automatic,Individual,Excellent,Tesla,26498
2006,94833,Diesel,Automatic,Dealer,Good,Tesla,25013
2007,192771,Hybrid,Automatic,Individual,Fair,Ford,4605
2000,116041,Petrol,Automatic,Dealer,Fair,Toyota,6897
2022,121185,Hybrid,Automatic,Dealer,Good,BMW,15695
2002,182164,Diesel,Semi-Auto,Individual,Fair,Tesla,9111
2022,199743,Petrol,Manual,Individual,Poor,Tesla,6325
2007,15350,Diesel,Automatic,Online Platform,Fair,Tesla,25179
2021,105859,Petrol,Automatic,Individual,Good,Tesla,18138
2014,73487,Diesel,Manual,Online Platform,Poor,Ford,8608
2004,153694,Electric,Manual,Individual,Fair,Toyota,6317
2002,128853,Electric,Manual,Individual,Excellent,Tesla,24608
2018,58117,Hybrid,Manual,Individual,Poor,BMW,13491
2000,194466,Electric,Manual,Individual,Poor,BMW,7814
2014,106084,Diesel,Manual,Online Platform,Excellent,Hyundai,9179
2007,28782,Diesel,Semi-Auto,Online Platform,Excellent,Tesla,36220
2001,33454,Electric,Manual,Individual,Fair,Tesla,25203
2002,72904,Hybrid,Manual,Individual,Fair,Tesla,21440
2013,134936,Electric,Semi-Auto,Online Platform,Good,Tesla,14877
2013,151664,Petrol,Manual,Dealer,Good,Tesla,17251
2010,158245,Petrol,Automatic,Dealer,Poor,BMW,8613
2015,169276,Petrol,Automatic,Dealer,Excellent,Toyota,7502
2003,171668,Electric,Manual,Online Platform,Excellent,Toyota,6510
2019,170396,Electric,Semi-Auto,Online Platform,Good,Hyundai,4408
2004,127258,Electric,Automatic,Dealer,Poor,BMW,10827
2021,116668,Petrol,Semi-Auto,Dealer,Poor,Tesla,13632
